122.0, 438.0, 0
574.0, 99.0, 3
89.0, 457.0, 0
91.0, 338.0, 1
232.0, 458.0, 0
526.0, 45.0, 3
70.0, 469.0, 0
203.0, 458.0, 0
145.0, 275.0, 1
463.0, 122.0, 2
178.0, 324.0, 1
186.0, 293.0, 1
418.0, 99.0, 14
12.0, 447.0, 0
163.0, 265.0, 1
100.0, 298.0, 1
68.0, 239.0, 1
15.0, 463.0, 0
541.0, 71.0, 3
206.0, 394.0, 1
522.0, 387.0, 4
89.0, 86.0, 9
188.0, 246.0, 1
432.0, 372.0, 5
77.0, 226.0, 1
396.0, 370.0, 6
101.0, 463.0, 0
35.0, 474.0, 0
45.0, 378.0, 0
512.0, 66.0, 3
27.0, 362.0, 0
455.0, 260.0, 7
396.0, 87.0, 14
140.0, 467.0, 0
544.0, 12.0, 3
180.0, 359.0, 1
397.0, 372.0, 6
566.0, 129.0, 3
42.0, 352.0, 1
449.0, 90.0, 2
367.0, 382.0, 6
216.0, 230.0, 1
188.0, 409.0, 0
482.0, 86.0, 3
112.0, 161.0, 8
184.0, 228.0, 1
512.0, 47.0, 3
113.0, 105.0, 9
101.0, 109.0, 9
113.0, 110.0, 9
106.0, 108.0, 9
96.0, 95.0, 9
103.0, 104.0, 9
107.0, 100.0, 9
99.0, 93.0, 9
105.0, 110.0, 9
111.0, 97.0, 9
105.0, 102.0, 9
96.0, 98.0, 9
99.0, 109.0, 9
106.0, 101.0, 9
96.0, 102.0, 9
102.0, 97.0, 9
102.0, 111.0, 9
99.0, 105.0, 9
100.0, 106.0, 9
105.0, 111.0, 9
106.0, 111.0, 9
96.0, 116.0, 9
96.0, 101.0, 9
108.0, 113.0, 9
109.0, 109.0, 9
108.0, 114.0, 9
94.0, 108.0, 9
93.0, 123.0, 9
98.0, 114.0, 9
95.0, 116.0, 9
109.0, 111.0, 9
93.0, 113.0, 9
108.0, 116.0, 9
96.0, 120.0, 9
93.0, 130.0, 9
110.0, 121.0, 9
103.0, 126.0, 9
104.0, 131.0, 9
109.0, 131.0, 9
107.0, 116.0, 9
100.0, 130.0, 9
94.0, 125.0, 9
105.0, 130.0, 9
107.0, 130.0, 9
105.0, 139.0, 9
97.0, 139.0, 9
108.0, 130.0, 9
92.0, 125.0, 9
97.0, 132.0, 9
93.0, 135.0, 9
93.0, 127.0, 9
107.0, 135.0, 9
106.0, 142.0, 9
102.0, 139.0, 9
104.0, 133.0, 9
102.0, 141.0, 9
111.0, 142.0, 9
106.0, 133.0, 9
106.0, 140.0, 9
100.0, 134.0, 9
96.0, 135.0, 9
97.0, 135.0, 9
110.0, 147.0, 8
112.0, 136.0, 9
95.0, 131.0, 9
109.0, 132.0, 9
110.0, 139.0, 9
106.0, 137.0, 9
109.0, 139.0, 9
118.0, 149.0, 8
119.0, 155.0, 8
109.0, 156.0, 8
118.0, 151.0, 8
115.0, 156.0, 8
112.0, 153.0, 8
101.0, 151.0, 8
102.0, 144.0, 9
109.0, 143.0, 9
122.0, 161.0, 8
126.0, 155.0, 8
119.0, 159.0, 8
115.0, 153.0, 8
122.0, 158.0, 8
114.0, 168.0, 8
125.0, 165.0, 8
133.0, 165.0, 8
132.0, 163.0, 8
129.0, 162.0, 8
138.0, 171.0, 8
137.0, 170.0, 8
140.0, 158.0, 8
122.0, 167.0, 8
134.0, 168.0, 8
129.0, 155.0, 8
125.0, 170.0, 8
123.0, 157.0, 8
132.0, 161.0, 8
127.0, 156.0, 8
126.0, 174.0, 8
128.0, 170.0, 8
135.0, 161.0, 8
138.0, 172.0, 8
133.0, 170.0, 8
140.0, 169.0, 8
145.0, 168.0, 8
137.0, 162.0, 8
150.0, 174.0, 8
134.0, 161.0, 8
150.0, 177.0, 8
140.0, 172.0, 8
148.0, 164.0, 8
146.0, 177.0, 8
134.0, 163.0, 8
151.0, 178.0, 8
144.0, 168.0, 8
144.0, 171.0, 8
152.0, 172.0, 8
154.0, 171.0, 8
151.0, 180.0, 8
158.0, 163.0, 8
152.0, 169.0, 8
142.0, 165.0, 8
153.0, 164.0, 8
156.0, 180.0, 8
153.0, 171.0, 8
149.0, 168.0, 8
164.0, 182.0, 8
155.0, 168.0, 8
162.0, 170.0, 8
164.0, 168.0, 8
154.0, 169.0, 8
165.0, 164.0, 8
166.0, 168.0, 8
150.0, 181.0, 8
152.0, 163.0, 8
161.0, 182.0, 8
157.0, 180.0, 8
163.0, 170.0, 8
160.0, 173.0, 8
170.0, 179.0, 8
159.0, 181.0, 8
161.0, 174.0, 8
152.0, 165.0, 8
163.0, 169.0, 8
169.0, 182.0, 8
161.0, 177.0, 8
169.0, 180.0, 8
155.0, 173.0, 8
172.0, 181.0, 8
167.0, 177.0, 8
166.0, 171.0, 8
171.0, 167.0, 11
158.0, 176.0, 8
159.0, 166.0, 8
177.0, 168.0, 10
170.0, 178.0, 8
168.0, 178.0, 8
166.0, 174.0, 8
177.0, 171.0, 10
161.0, 163.0, 8
179.0, 169.0, 10
175.0, 163.0, 11
179.0, 172.0, 10
177.0, 179.0, 8
172.0, 167.0, 11
175.0, 170.0, 10
183.0, 164.0, 10
169.0, 175.0, 8
171.0, 174.0, 8
173.0, 177.0, 8
185.0, 174.0, 10
177.0, 167.0, 10
173.0, 175.0, 8
179.0, 177.0, 10
173.0, 164.0, 11
173.0, 163.0, 11
179.0, 173.0, 10
181.0, 171.0, 10
173.0, 168.0, 11
188.0, 163.0, 10
182.0, 167.0, 10
178.0, 174.0, 10
178.0, 160.0, 10
187.0, 161.0, 10
194.0, 164.0, 10
193.0, 165.0, 10
179.0, 166.0, 10
180.0, 169.0, 10
195.0, 160.0, 10
184.0, 169.0, 10
184.0, 160.0, 10
188.0, 174.0, 10
183.0, 167.0, 10
181.0, 162.0, 10
182.0, 171.0, 10
181.0, 163.0, 10
185.0, 171.0, 10
180.0, 166.0, 10
197.0, 162.0, 10
184.0, 168.0, 10
184.0, 162.0, 10
190.0, 155.0, 10
191.0, 153.0, 10
197.0, 156.0, 10
192.0, 166.0, 10
190.0, 165.0, 10
191.0, 163.0, 10
183.0, 158.0, 10
188.0, 152.0, 10
179.0, 163.0, 10
188.0, 167.0, 10
193.0, 167.0, 10
186.0, 155.0, 10
193.0, 152.0, 10
181.0, 153.0, 10
184.0, 161.0, 10
191.0, 156.0, 10
187.0, 151.0, 10
180.0, 159.0, 10
199.0, 161.0, 10
185.0, 150.0, 10
187.0, 149.0, 10
194.0, 143.0, 10
198.0, 141.0, 10
188.0, 147.0, 10
190.0, 151.0, 10
183.0, 143.0, 10
199.0, 141.0, 10
186.0, 144.0, 10
193.0, 150.0, 10
189.0, 143.0, 10
202.0, 141.0, 10
197.0, 136.0, 10
198.0, 142.0, 10
201.0, 138.0, 10
185.0, 144.0, 10
201.0, 147.0, 10
197.0, 141.0, 10
187.0, 146.0, 10
187.0, 135.0, 10
186.0, 136.0, 10
199.0, 135.0, 10
193.0, 147.0, 10
184.0, 143.0, 10
198.0, 133.0, 10
198.0, 129.0, 10
201.0, 140.0, 10
199.0, 144.0, 10
189.0, 130.0, 10
187.0, 136.0, 10
189.0, 135.0, 10
192.0, 146.0, 10
191.0, 135.0, 10
197.0, 137.0, 10
194.0, 144.0, 10
201.0, 145.0, 10
195.0, 129.0, 10
202.0, 137.0, 10
189.0, 127.0, 10
195.0, 127.0, 10
194.0, 129.0, 10
194.0, 125.0, 10
197.0, 142.0, 10
193.0, 134.0, 10
198.0, 127.0, 10
184.0, 137.0, 10
185.0, 138.0, 10
183.0, 140.0, 10
185.0, 131.0, 10
185.0, 127.0, 10
194.0, 120.0, 10
183.0, 134.0, 10
195.0, 136.0, 10
195.0, 135.0, 10
185.0, 120.0, 10
196.0, 133.0, 10
189.0, 126.0, 10
182.0, 126.0, 10
186.0, 135.0, 10
190.0, 125.0, 10
188.0, 130.0, 10
183.0, 117.0, 10
190.0, 124.0, 10
180.0, 117.0, 10
178.0, 124.0, 10
189.0, 122.0, 10
183.0, 118.0, 10
177.0, 115.0, 10
186.0, 126.0, 10
172.0, 129.0, 10
179.0, 119.0, 10
182.0, 131.0, 10
190.0, 118.0, 10
186.0, 119.0, 10
173.0, 114.0, 10
175.0, 112.0, 10
187.0, 119.0, 10
186.0, 122.0, 10
177.0, 127.0, 10
174.0, 128.0, 10
183.0, 113.0, 10
180.0, 127.0, 10
171.0, 128.0, 10
184.0, 123.0, 10
182.0, 118.0, 10
176.0, 126.0, 10
178.0, 121.0, 10
173.0, 110.0, 10
165.0, 124.0, 10
179.0, 111.0, 10
170.0, 122.0, 10
176.0, 119.0, 10
166.0, 112.0, 10
173.0, 122.0, 10
168.0, 111.0, 10
168.0, 116.0, 10
179.0, 120.0, 10
177.0, 112.0, 10
174.0, 116.0, 10
169.0, 124.0, 10
162.0, 117.0, 10
173.0, 123.0, 10
172.0, 122.0, 10
172.0, 118.0, 10
164.0, 116.0, 10
176.0, 108.0, 10
160.0, 110.0, 10
172.0, 115.0, 10
160.0, 113.0, 10
170.0, 120.0, 10
165.0, 112.0, 10
163.0, 118.0, 10
168.0, 109.0, 10
168.0, 125.0, 10
168.0, 108.0, 10
171.0, 107.0, 10
163.0, 123.0, 10
159.0, 125.0, 10
161.0, 122.0, 10
153.0, 110.0, 10
156.0, 109.0, 10
155.0, 125.0, 10
155.0, 113.0, 10
154.0, 125.0, 10
167.0, 118.0, 10
152.0, 108.0, 10
158.0, 106.0, 10
165.0, 110.0, 10
165.0, 113.0, 10
159.0, 122.0, 10
157.0, 119.0, 10
151.0, 107.0, 10
148.0, 123.0, 10
147.0, 106.0, 10
149.0, 110.0, 10
148.0, 115.0, 10
158.0, 114.0, 10
151.0, 109.0, 10
153.0, 114.0, 10
153.0, 112.0, 10
152.0, 122.0, 10
145.0, 105.0, 10
144.0, 116.0, 10
159.0, 109.0, 10
156.0, 122.0, 10
158.0, 120.0, 10
142.0, 109.0, 10
157.0, 110.0, 10
150.0, 121.0, 10
150.0, 123.0, 10
147.0, 114.0, 10
153.0, 119.0, 10
143.0, 119.0, 10
